PMID,Review_Paper,Review,Combined,Generated_zeroshot_cot_GPT4_Ensemble,Label,Generated_zeroshot_cot_GPT4_Ensemble_TF,Name,Likelihood
35735790,No,Yes,"Paper:
Title: Host chitinase 3-like-1 is a universal therapeutic target for SARS-CoV-2 viral variants in COVID-19
Keywords: CHI3L1; FRG; anti-CHI3L1 antibody; delta; infectious disease; kasugamycin; microbiology; omicron; viruses.
Abstract: Coronavirus disease 2019 (COVID-19) is the disease caused by severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2; SC2), which has caused a worldwide pandemic with striking morbidity and mortality. Evaluation of SC2 strains demonstrated impressive genetic variability, and many of these viral variants are now defined as variants of concern (VOC) that cause enhanced transmissibility, decreased susceptibility to antibody neutralization or therapeutics, and/or the ability to induce severe disease. Currently, the delta (Î´) and omicron (Î¿) variants are particularly problematic based on their impressive and unprecedented transmissibility and ability to cause breakthrough infections. The delta variant also accumulates at high concentrations in host tissues and has caused waves of lethal disease. Because studies from our laboratory have demonstrated that chitinase 3-like-1 (CHI3L1) stimulates ACE2 and Spike (S) priming proteases that mediate SC2 infection, studies were undertaken to determine if interventions that target CHI3L1 are effective inhibitors of SC2 viral variant infection. Here, we demonstrate that CHI3L1 augments epithelial cell infection by pseudoviruses that express the alpha, beta, gamma, delta, or omicron S proteins and that the CHI3L1 inhibitors anti-CHI3L1 and kasugamycin inhibit epithelial cell infection by these VOC pseudovirus moieties. Thus, CHI3L1 is a universal, VOC-independent therapeutic target in COVID-19.","The paper identifies chitinase 3-like-1 (CHI3L1) as a universal therapeutic target in COVID-19. The study reveals that CHI3L1 stimulates ACE2 and Spike (S) priming proteases that mediate SARS-CoV-2 (SC2) infection, and hence it has a crucial role in the infection process of SARS-CoV-2.

The researchers used a wet-lab approach to validate this. They demonstrated that CHI3L1 augments epithelial cell infection by pseudoviruses that express different S proteins, including those from various SARS-CoV-2 variants of concern (VOCs), namely alpha, beta, gamma, delta, and omicron. These pseudoviruses are lab-made viruses that can mimic the function of the actual virus without causing the disease, which are commonly used in wet-lab research for testing purposes.

They also tested the ability of CHI3L1 inhibitors, specifically anti-CHI3L1 antibody and kasugamycin, to inhibit epithelial cell infection by these VOC pseudovirus moieties. The results showed that these inhibitors effectively limited the infection, demonstrating that CHI3L1 is indeed a potential drug target for treating COVID-19. The investigation of CHI3L1 and its inhibitors in this context suggests the use of wet-lab techniques, likely including in vitro assays, to demonstrate the role of CHI3L1 and the efficacy of its inhibitors.

Therefore, the paper identifies CHI3L1 as a potential drug target using a wet-lab approach.

Final Answer: Yes.",1,1,"{""drug_targets"": [""chitinase 3-like-1 (CHI3L1)"", ""ACE2"", ""Spike (S) priming proteases""]}",10
35634778,No,Yes,"Paper:
Title: Engineering defensin Î±-helix to produce high-affinity SARS-CoV-2 spike protein binding ligands
Keywords: ACE2; COVID-19; SARS-CoV-2 diagnostics; defensin; spike-protein.
Abstract: The binding of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) spike protein to the angiotensin-converting enzyme 2 (ACE2) receptor expressed on the host cells is a critical initial step for viral infection. This interaction is blocked through competitive inhibition by soluble ACE2 protein. Therefore, developing high-affinity and cost-effective ACE2 mimetic ligands that disrupt this protein-protein interaction is a promising strategy for viral diagnostics and therapy. We employed human and plant defensins, a class of small (2-5 kDa) and highly stable proteins containing solvent-exposed alpha-helix, conformationally constrained by two disulfide bonds. Therefore, we engineered the amino acid residues on the constrained alpha-helix of defensins to mimic the critical residues on the ACE2 helix 1 that interact with the SARS-CoV-2 spike protein. The engineered proteins (h-deface2, p-deface2, and p-deface2-MUT) were soluble and purified to homogeneity with a high yield from a bacterial expression system. The proteins demonstrated exceptional thermostability (Tm 70.7Â°C), high-affinity binding to the spike protein with apparent Kd values of 54.4 Â± 11.3, 33.5 Â± 8.2, and 14.4 Â± 3.5 nM for h-deface2, p-deface2, and p-deface2-MUT, respectively, and were used in a diagnostic assay that detected SARS-CoV-2 neutralizing antibodies. This work addresses the challenge of developing helical ACE2 mimetics by demonstrating that defensins provide promising scaffolds to engineer alpha-helices in a constrained form for designing of high-affinity ligands.","This paper describes a wet-lab approach that involves engineering small and highly stable proteins, known as defensins, to mimic the critical residues on the ACE2 helix 1 that interact with the SARS-CoV-2 spike protein. This is essentially a strategy to create high-affinity and cost-effective ACE2 mimetic ligands that could disrupt the interaction between the SARS-CoV-2 spike protein and the ACE2 receptor, a process that is crucial for the virus to infect host cells.

These engineered defensins (h-deface2, p-deface2, and p-deface2-MUT) were found to have high-affinity binding to the spike protein, as indicated by their low apparent Kd values, and they demonstrated exceptional thermostability. Moreover, these engineered proteins were used in a diagnostic assay that detected SARS-CoV-2 neutralizing antibodies, suggesting that they could have potential applications in diagnostics and possibly therapeutics.

In the context of the question, the SARS-CoV-2 spike protein is an established target for COVID-19 because it plays a critical role in the viral infection process. This interaction of the spike protein with the ACE2 receptor is considered a drug target because interrupting it can prevent the virus from entering host cells. The paper doesn't explicitly mention a new drug target; rather, it investigates a new approach to target the already established drug target, which is the interaction of SARS-CoV-2 spike protein and ACE2 receptor.

Therefore, the paper does identify a way to potentially disrupt an existing drug target (the SARS-CoV-2 spike protein's interaction with the ACE2 receptor) using a wet-lab approach.

Final Answer: Yes.",1,1,"{""drug_targets"": [""SARS-CoV-2 spike protein"", ""ACE2 receptor""]}



",10
35594385,No,Yes,"Paper:
Title: Folic acid: a potential inhibitor against SARS-CoV-2 nucleocapsid protein
Keywords: COVID-19; Chinese medicine; antivirus; network pharmacology.
Abstract: Context: Coronavirus disease 2019 is a global pandemic. Studies suggest that folic acid has antiviral effects. Molecular docking shown that folic acid can act on SARS-CoV-2 Nucleocapsid Phosphoprotein (SARS-CoV-2 N). Objective: To identify novel molecular therapeutic targets for SARS-CoV-2. Materials and methods: Traditional Chinese medicine targets and virus-related genes were identified with network pharmacology and big data analysis. Folic acid was singled out by molecular docking, and its potential target SARS-CoV-2 N was identified. Inhibition of SARS-CoV-2 N of folic acid was verified at the cellular level. Results: In total, 8355 drug targets were potentially involved in the inhibition of SARS-CoV-2. 113 hub genes were screened by further association analysis between targets and virus-related genes. The hub genes related compounds were analysed and folic acid was screened as a potential new drug. Moreover, molecular docking showed folic acid could target on SARS-CoV-2 N which inhibits host RNA interference (RNAi). Therefore, this study was based on RNAi to verify whether folic acid antagonises SARS-CoV-2 N. Cell-based experiments shown that RNAi decreased mCherry expression by 81.7% (p < 0.001). This effect was decreased by 8.0% in the presence of SARS-CoV-2 N, indicating that SARS-CoV-2 N inhibits RNAi. With increasing of folic acid concentration, mCherry expression decreased, indicating that folic acid antagonises the regulatory effect of SARS-CoV-2 N on host RNAi. Discussion and conclusions: Folic acid may be an antagonist of SARS-CoV-2 N, but its effect on viruses unclear. In future, the mechanisms of action of folic acid against SARS-CoV-2 N should be studied.","In this paper, the authors identify a potential drug target for SARS-CoV-2, which is the SARS-CoV-2 Nucleocapsid Phosphoprotein (SARS-CoV-2 N). They used a combination of techniques including network pharmacology, big data analysis, and molecular docking to identify this target. Molecular docking is a computational method that predicts the orientation of one molecule to a second when bound to each other to form a stable complex. It is often used in drug discovery to predict the binding affinity of a small molecule drug candidate to its protein target.

Once they identified folic acid as a potential inhibitor of SARS-CoV-2 N, the authors then validated this hypothesis with wet-lab experiments at the cellular level. In particular, they used a cell-based experiment to verify whether folic acid antagonizes SARS-CoV-2 N. Their data showed that SARS-CoV-2 N inhibits RNA interference (RNAi), a host defense mechanism, and that the presence of folic acid appears to antagonize this inhibition.

Final answer: Yes, this paper does identify a potential drug target for SARS-CoV-2 and validates it using a wet-lab approach.",1,1,"{
  ""drug_targets"": [""SARS-CoV-2 Nucleocapsid Phosphoprotein""]
}",10
36555652,No,Yes,"Paper:
Title: Identification of Darunavir Derivatives for Inhibition of SARS-CoV-2 3CLpro
Keywords: 3CLpro; anti-coronavirus drug; protease; screening assay; severe acute respiratory syndrome coronavirus 2.
Abstract: The effective antiviral agents that treat severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) are urgently needed around the world. The 3C-like protease (3CLpro) of SARS-CoV-2 plays a pivotal role in virus replication; it also has become an important therapeutic target for the infection of SARS-CoV-2. In this work, we have identified Darunavir derivatives that inhibit the 3CLpro through a high-throughput screening method based on a fluorescence resonance energy transfer (FRET) assay in vitro. We found that the compounds 29# and 50# containing polyphenol and caffeine derivatives as the P2 ligand, respectively, exhibited favorable anti-3CLpro potency with EC50 values of 6.3 Î¼M and 3.5 Î¼M and were shown to bind to SARS-CoV-2 3CLpro in vitro. Moreover, we analyzed the binding mode of the DRV in the 3CLpro through molecular docking. Importantly, 29# and 50# exhibited a similar activity against the protease in Omicron variants. The inhibitory effect of compounds 29# and 50# on the SARS-CoV-2 3CLpro warrants that they are worth being the template to design functionally improved inhibitors for the treatment of COVID-19.","The paper titled ""Identification of Darunavir Derivatives for Inhibition of SARS-CoV-2 3CLpro"" identifies a potential drug target, namely the 3C-like protease (3CLpro) of SARS-CoV-2, and seeks to interfere with its function using derivatives of the drug Darunavir.

The 3CLpro is a protease, which means it is a type of enzyme that catalyzes the breakdown of proteins. This particular protease plays a significant role in the replication of the SARS-CoV-2 virus, and thus inhibiting its activity could potentially halt or slow down the virus' ability to multiply and spread.

The researchers conducted their investigation by employing a high-throughput screening method that utilized a fluorescence resonance energy transfer (FRET) assay, an in vitro (test tube) technique. This method allowed them to identify and examine compounds that could inhibit the function of the 3CLpro enzyme. They identified two specific Darunavir derivatives, named 29# and 50#, which were found to bind to the SARS-CoV-2 3CLpro, demonstrating anti-3CLpro potency with EC50 values of 6.3 ?M and 3.5 ?M, respectively.

Molecular docking was also performed to analyze the binding mode of Darunavir in the 3CLpro, which further provides insight into how these molecules interact and potentially inhibit the function of the enzyme.

The paper's methods fit the description of a wet-lab approach because they involved physically conducting non-computational experiments (the FRET assay and molecular docking) in a laboratory setting. Therefore, the researchers used a wet-lab approach to identify a potential drug target (3CLpro) and evaluate the effectiveness of certain compounds (29# and 50#) at binding to and potentially inhibiting this target.

Final answer: Yes.",1,1,"{
  ""drug_targets"": [""3C-like protease (3CLpro) of SARS-CoV-2""]
}",10
34439781,No,Yes,"Paper:
Title: Full-Length Recombinant hSP-D Binds and Inhibits SARS-CoV-2
Keywords: ACE2; COVID-19; SP-D; anti-inflammatory; spike-protein.
Abstract: SARS-CoV-2 infection of host cells is driven by binding of the SARS-CoV-2 spike-(S)-protein to lung type II pneumocytes, followed by virus replication. Surfactant protein SP-D, member of the front-line immune defense of the lungs, binds glycosylated structures on invading pathogens such as viruses to induce their clearance from the lungs. The objective of this study is to measure the pulmonary SP-D levels in COVID-19 patients and demonstrate the activity of SP-D against SARS-CoV-2, opening the possibility of using SP-D as potential therapy for COVID-19 patients. Pulmonary SP-D concentrations were measured in bronchoalveolar lavage samples from patients with corona virus disease 2019 (COVID-19) by anti-SP-D ELISA. Binding assays were performed by ELISAs. Protein bridge and aggregation assays were performed by gel electrophoresis followed by silver staining and band densitometry. Viral replication was evaluated in vitro using epithelial Caco-2 cells. Results indicate that COVID-19 patients (n = 12) show decreased pulmonary levels of SP-D (median = 68.9 ng/mL) when compared to levels reported for healthy controls in literature. Binding assays demonstrate that SP-D binds the SARS-CoV-2 glycosylated spike-(S)-protein of different emerging clinical variants. Binding induces the formation of protein bridges, the critical step of viral aggregation to facilitate its clearance. SP-D inhibits SARS-CoV-2 replication in Caco-2 cells (EC90 = 3.7 Î¼g/mL). Therefore, SP-D recognizes and binds to the spike-(S)-protein of SARS-CoV-2 in vitro, initiates the aggregation, and inhibits viral replication in cells. Combined with the low levels of SP-D observed in COVID-19 patients, these results suggest that SP-D is important in the immune response to SARS-CoV-2 and that rhSP-D supplementation has the potential to be a novel class of anti-viral that will target SARS-CoV-2 infection.","The paper under discussion focuses on the protein SP-D (surfactant protein-D), which is a component of the immune defense of the lungs. SP-D binds to glycosylated structures on pathogens such as viruses to initiate their clearance from the lungs. In this study, the authors have used a variety of wet-lab techniques to investigate the role of SP-D in SARS-CoV-2 infection.

The researchers measured SP-D concentrations in bronchoalveolar lavage samples from patients with COVID-19 using an anti-SP-D ELISA, a wet-lab technique. This was to quantify the levels of SP-D in patients infected with SARS-CoV-2. They found that COVID-19 patients had decreased pulmonary levels of SP-D compared to healthy controls.

The authors also used binding assays to demonstrate that SP-D binds to the SARS-CoV-2 spike protein, the key molecule the virus uses to infect host cells. The binding induces the formation of protein bridges, leading to the aggregation of the virus, which is a critical step for its clearance. This aggregation and clearance were further confirmed by gel electrophoresis followed by silver staining and band densitometry.

Furthermore, the authors showed that SP-D inhibits SARS-CoV-2 replication in epithelial Caco-2 cells, which is an example of an in vitro study.

Based on these results, they suggest that supplementing with recombinant human SP-D (rhSP-D) might have the potential to be a novel class of anti-viral that targets SARS-CoV-2 infection, implying that SP-D is a potential therapeutic target.

In summary, this paper investigates SP-D as a potential target for therapeutic intervention against SARS-CoV-2 infection using a range of wet-lab techniques.

Final Answer: Yes.",1,1,"{""drug_targets"": [""SP-D""]}



",10
34987630,No,Yes,"Paper:
Title: Structures and therapeutic potential of anti-RBD human monoclonal antibodies against SARS-CoV-2
Keywords: Antibody cocktail; Antibody-antigen complex; Human monoclonal antibody; In vitro and in vivo function; Receptor-binding domain epitope; SARS-CoV-2.
Abstract: Background: Administration of potent anti-receptor-binding domain (RBD) monoclonal antibodies has been shown to curtail viral shedding and reduce hospitalization in patients with SARS-CoV-2 infection. However, the structure-function analysis of potent human anti-RBD monoclonal antibodies and its links to the formulation of antibody cocktails remains largely elusive. Methods: Previously, we isolated a panel of neutralizing anti-RBD monoclonal antibodies from convalescent patients and showed their neutralization efficacy in vitro. Here, we elucidate the mechanism of action of antibodies and dissect antibodies at the epitope level, which leads to a formation of a potent antibody cocktail. Results: We found that representative antibodies which target non-overlapping epitopes are effective against wild type virus and recently emerging variants of concern, whilst being encoded by antibody genes with few somatic mutations. Neutralization is associated with the inhibition of binding of viral RBD to ACE2 and possibly of the subsequent fusion process. Structural analysis of representative antibodies, by cryo-electron microscopy and crystallography, reveals that they have some unique aspects that are of potential value while sharing some features in common with previously reported neutralizing monoclonal antibodies. For instance, one has a common VH 3-53 public variable region yet is unusually resilient to mutation at residue 501 of the RBD. We evaluate the in vivo efficacy of an antibody cocktail consisting of two potent non-competing anti-RBD antibodies in a Syrian hamster model. We demonstrate that the cocktail prevents weight loss, reduces lung viral load and attenuates pulmonary inflammation in hamsters in both prophylactic and therapeutic settings. Although neutralization of one of these antibodies is abrogated by the mutations of variant B.1.351, it is also possible to produce a bi-valent cocktail of antibodies both of which are resilient to variants B.1.1.7, B.1.351 and B.1.617.2. Conclusions: These findings support the up-to-date and rational design of an anti-RBD antibody cocktail as a therapeutic candidate against COVID-19.","The paper discusses the development and potential therapeutic use of an anti-receptor-binding domain (RBD) monoclonal antibody cocktail against SARS-CoV-2. The receptor-binding domain is part of the SARS-CoV-2 spike protein, which the virus uses to bind to the ACE2 receptor on human cells and initiate infection. Therefore, the RBD is a potential drug target, and the use of antibodies that can bind to it and prevent it from interacting with the ACE2 receptor is a therapeutic strategy.

The authors isolate a panel of neutralizing anti-RBD monoclonal antibodies from convalescent patients and conduct in vitro studies to demonstrate their neutralizing efficacy. They analyze the structure-function relationship of these antibodies, discover how they bind to the RBD, and assess their effectiveness against various virus variants. They also conduct in vivo studies in a Syrian hamster model to evaluate the efficacy of an antibody cocktail composed of two potent non-competing anti-RBD antibodies. These in vivo studies demonstrate the cocktail's ability to prevent weight loss, reduce lung viral load, and attenuate pulmonary inflammation in both prophylactic and therapeutic settings.

The techniques used in this study, including in vitro assays of binding and neutralization, in vivo studies in Syrian hamsters, and structural determination of binding by cryo-electron microscopy and crystallography, are wet-lab approaches. Therefore, the paper uses a wet-lab approach to investigate the RBD of the SARS-CoV-2 spike protein as a potential drug target and to evaluate the therapeutic potential of monoclonal antibodies directed against this target.

Final answer: Yes.",1,1,"{""drug_targets"": [""receptor-binding domain (RBD) of SARS-CoV-2 spike protein""]}",10
33849267,No,Yes,"Paper:
Title: Human Cathelicidin Inhibits SARS-CoV-2 Infection: Killing Two Birds with One Stone
Keywords: SARS-CoV-2; angiotensin-converting enzyme-2; cathelicidin; receptor binding domain; spike.
Abstract: SARS-CoV-2 infection begins with the association of its spike 1 (S1) protein with host angiotensin-converting enzyme-2 (ACE2). Targeting the interaction between S1 and ACE2 is a practical strategy against SARS-CoV-2 infection. Herein, we show encouraging results indicating that human cathelicidin LL37 can simultaneously block viral S1 and cloak ACE2. LL37 binds to the receptor-binding domain (RBD) of S1 with high affinity (11.2 nM) and decreases subsequent recruitment of ACE2. Owing to the RBD blockade, LL37 inhibits SARS-CoV-2 S pseudovirion infection, with a half-maximal inhibitory concentration of 4.74 Î¼g/mL. Interestingly, LL37 also binds to ACE2 with an affinity of 25.5 nM and cloaks the ligand-binding domain (LBD), thereby decreasing S1 adherence and protecting cells against pseudovirion infection in vitro. Intranasal administration of LL37 to C57 mice infected with adenovirus expressing human ACE2 either before or after pseudovirion invasion decreased lung infection. The study identified a versatile antimicrobial peptide in humans as an inhibitor of SARS-CoV-2 attachment using dual mechanisms, thus providing a potential candidate for coronavirus disease 2019 (COVID-19) prevention and treatment.","This paper investigates the use of human cathelicidin LL37 as a potential inhibitor of SARS-CoV-2 infection by way of blocking the binding interaction between the virus's spike protein and host angiotensin-converting enzyme-2 (ACE2). This blocking action is mediated through two proposed mechanisms: 1) LL37 binding to the receptor-binding domain (RBD) of the SARS-CoV-2 spike protein, which effectively inhibits the virus's ability to connect to the host cell; 2) LL37 binding to the ligand-binding domain (LBD) of ACE2, effectively 'cloaking' the host's cells from viral adherence and consequent infection.

The paper describes a series of experiments that validate these mechanisms. These experiments were conducted in vitro (thereby classifying them as wet-lab approaches), measuring binding affinities and the ability of LL37 to inhibit pseudovirion infection. Additionally, in vivo studies were performed involving intranasal administration of LL37 in mice expressing human ACE2, assessing the potential therapeutic action of LL37 in reducing lung infection.

It is important to note that LL37 is not a new drug target but an existing antimicrobial peptide in humans. The paper, however, demonstrates a novel utilization of this peptide as a potential inhibitor of SARS-CoV-2 infection, making LL37 an attractive therapeutic candidate for COVID-19 prevention and treatment.

Final Answer: Yes.",1,1,"{
  ""drug_targets"": [""human cathelicidin LL37"", ""spike 1 (S1) protein"", ""angiotensin-converting enzyme-2 (ACE2)""]
}",10
35716929,No,Yes,"Paper:
Title: Identification of potent inhibitors of arenavirus and SARS-CoV-2 exoribonucleases by fluorescence polarization assay
Keywords: Arenaviridae; Cellular assays; Coronaviridae; Exoribonuclease activity; Fluorescence polarization; IC(50); Inhibitors; Phosphohydrolase activity; Screening.
Abstract: Viral exoribonucleases are uncommon in the world of RNA viruses. To date, they have only been identified in the Arenaviridae and the Coronaviridae families. The exoribonucleases of these viruses play a crucial role in the pathogenicity and interplay with host innate immune response. Moreover, coronaviruses exoribonuclease is also involved in a proofreading mechanism ensuring the genetic stability of the viral genome. Because of their key roles in virus life cycle, they constitute attractive target for drug design. Here we developed a sensitive, robust and reliable fluorescence polarization assay to measure the exoribonuclease activity and its inhibition in vitro. The effectiveness of the method was validated on three different viral exoribonucleases, including SARS-CoV-2, Lymphocytic Choriomeningitis and Machupo viruses. We performed a screening of a focused library consisting of 113 metal chelators. Hit compounds were recovered with an IC50 at micromolar level. We confirmed 3 hits in SARS-CoV-2 infected Vero-E6 cells.","This paper indeed employs a wet-lab approach to identify a potential drug target. The wet-lab approach here is represented by the usage of a fluorescence polarization assay. The assay is an experimental procedure that allows for the measurement of exoribonuclease activity, and its inhibition, in vitro. The paper identifies viral exoribonucleases from Arenaviridae and Coronaviridae families, including SARS-CoV-2, as potential drug targets. The identified targets are considered key players in the virus lifecycle and contribute to the pathogenicity of the virus and its interaction with the host immune response.

The authors have further applied their assay to a focused library of 113 metal chelators. This process, often termed high-throughput screening, is designed to find molecules that can inhibit the activity of the identified targets. From the library, they found hit compounds (potential inhibitors) that showed effectiveness at the micromolar level. These potential inhibitors, if further validated and developed, can function as drugs against the identified targets. The hits were confirmed in SARS-CoV-2 infected Vero-E6 cells, which again is part of the wet-lab approach.

In summary, the paper uses a wet-lab methodology (fluorescence polarization assay) to study the activity of viral exoribonucleases, identifying them as potential drug targets. Furthermore, it uses this same assay to screen for potential inhibitor compounds that could be developed into therapeutic drugs.

Final Answer: Yes.",1,1,"{
  ""drug_targets"": [""viral exoribonucleases from Arenaviridae"", ""viral exoribonucleases from Coronaviridae"", ""SARS-CoV-2 exoribonuclease""]
}",10
36548304,No,Yes,"Paper:
Title: Ubiquitin variants potently inhibit SARS-CoV-2 PLpro and viral replication via a novel site distal to the protease active site
Abstract: The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic has made it clear that combating coronavirus outbreaks benefits from a combination of vaccines and therapeutics. A promising drug target common to all coronaviruses-including SARS-CoV, MERS-CoV, and SARS-CoV-2-is the papain-like protease (PLpro). PLpro cleaves part of the viral replicase polyproteins into non-structural protein subunits, which are essential to the viral replication cycle. Additionally, PLpro can cleave both ubiquitin and the ubiquitin-like protein ISG15 from host cell substrates as a mechanism to evade innate immune responses during infection. These roles make PLpro an attractive antiviral drug target. Here we demonstrate that ubiquitin variants (UbVs) can be selected from a phage-displayed library and used to specifically and potently block SARS-CoV-2 PLpro activity. A crystal structure of SARS-CoV-2 PLpro in complex with a representative UbV reveals a dimeric UbV bound to PLpro at a site distal to the catalytic site. Yet, the UbV inhibits the essential cleavage activities of the protease in vitro and in cells, and it reduces viral replication in cell culture by almost five orders of magnitude.","This paper focuses on the papain-like protease (PLpro) of SARS-CoV-2 as a potential drug target. PLpro is common to all coronaviruses, including SARS-CoV, MERS-CoV, and SARS-CoV-2. This protein is a part of the viral replicase polyproteins and has a crucial role in the virus's replication cycle as it cleaves these polyproteins into non-structural protein subunits. Additionally, PLpro can cleave both ubiquitin and the ubiquitin-like protein ISG15 from host cell substrates, thereby enabling the virus to evade innate immune responses during infection. These significant roles in the viral life cycle make PLpro an attractive drug target.

The researchers used a wet-lab approach in their investigation. They selected ubiquitin variants (UbVs) from a phage-displayed library and demonstrated that these UbVs could specifically and potently block SARS-CoV-2 PLpro activity. Furthermore, a crystal structure of SARS-CoV-2 PLpro in complex with a representative UbV revealed that the UbV binds to PLpro at a site distal to the catalytic site. This UbV was found to inhibit the essential cleavage activities of the protease in vitro (a wet-lab method) and in cells. Moreover, the UbV reduced viral replication in cell culture (also a wet-lab method) by almost five orders of magnitude.

Based on these findings, it appears that the researchers have identified a potential drug target (PLpro) for SARS-CoV-2 and demonstrated a possible method of inhibition using UbVs. They conducted these experiments using wet-lab techniques, including in vitro assays and cell culture studies, thus combining molecular binding studies with an investigation of an actual or potential drug target.

Final Answer: Yes.",1,1,"{
  ""drug_targets"": [""papain-like protease (PLpro)""]
}",10
36618412,No,Yes,"Paper:
Title: Methotrexate inhibition of SARS-CoV-2 entry, infection and inflammation revealed by bioinformatics approach and a hamster model
Keywords: SARS-CoV-2; drug repurposing; inflammation; methotrexate; multi-target drugs.
Abstract: Background: Drug repurposing is a fast and effective way to develop drugs for an emerging disease such as COVID-19. The main challenges of effective drug repurposing are the discoveries of the right therapeutic targets and the right drugs for combating the disease. Methods: Here, we present a systematic repurposing approach, combining Homopharma and hierarchal systems biology networks (HiSBiN), to predict 327 therapeutic targets and 21,233 drug-target interactions of 1,592 FDA drugs for COVID-19. Among these multi-target drugs, eight candidates (along with pimozide and valsartan) were tested and methotrexate was identified to affect 14 therapeutic targets suppressing SARS-CoV-2 entry, viral replication, and COVID-19 pathologies. Through the use of in vitro (EC50 = 0.4 Î¼M) and in vivo models, we show that methotrexate is able to inhibit COVID-19 via multiple mechanisms. Results: Our in vitro studies illustrate that methotrexate can suppress SARS-CoV-2 entry and replication by targeting furin and DHFR of the host, respectively. Additionally, methotrexate inhibits all four SARS-CoV-2 variants of concern. In a Syrian hamster model for COVID-19, methotrexate reduced virus replication, inflammation in the infected lungs. By analysis of transcriptomic analysis of collected samples from hamster lung, we uncovered that neutrophil infiltration and the pathways of innate immune response, adaptive immune response and thrombosis are modulated in the treated animals. Conclusions: We demonstrate that this systematic repurposing approach is potentially useful to identify pharmaceutical targets, multi-target drugs and regulated pathways for a complex disease. Our findings indicate that methotrexate is established as a promising drug against SARS-CoV-2 variants and can be used to treat lung damage and inflammation in COVID-19, warranting future evaluation in clinical trials.","The paper does indeed identify an existing drug target using a wet-lab approach. According to the paper, the researchers used both in vitro and in vivo models to validate the effectiveness of methotrexate against SARS-CoV-2. Methotrexate is an existing drug used primarily in the treatment of cancer and autoimmune diseases. In this study, the drug was identified through a bioinformatics approach, which suggested its potential against SARS-CoV-2 due to its multi-target nature. The in vitro (EC50 = 0.4 ?M) and in vivo tests were then conducted to experimentally validate the computational predictions. The in vitro studies demonstrated that methotrexate can suppress SARS-CoV-2 entry and replication by targeting furin and DHFR of the host. Furthermore, methotrexate was tested in a Syrian hamster model for COVID-19 where it reduced virus replication and inflammation in the infected lungs.

Thus, the paper uses a wet-lab approach to validate and characterize the action of an existing drug, methotrexate, against specific targets, notably furin and DHFR, in the SARS-CoV-2 infection process.

Final Answer: Yes.",1,1,"{
  ""drug_targets"": [""furin"", ""DHFR""]
}",10
35007835,No,Yes,"Paper:
Title: Merbromin is a mixed-type inhibitor of 3-chyomotrypsin like protease of SARS-CoV-2
Keywords: 3CLpro; High-throughput screening; Inhibitor; Merbromin; Protease; SARS-CoV-2.
Abstract: 3-chyomotrypsin like protease (3CLpro) has been considered as a promising target for developing anti-SARS-CoV-2 drugs. Herein, about 6000 compounds were analyzed by high-throughput screening using enzyme activity model, and Merbromin, an antibacterial agent, was identified as a potent inhibitor of 3CLpro. Merbromin strongly inhibited the proteolytic activity of 3CLpro but not the other three proteases Proteinase K, Trypsin and Papain. Michaelis-Menten kinetic analysis showed that Merbromin was a mixed-type inhibitor of 3CLpro, due to its ability of increasing the KM and decreasing the Kcat of 3CLpro. The binding assays and molecular docking suggested that 3CLpro possessed two binding sites for Merbromin. Consistently, Merbromin showed a weak binding to the other three proteases. Together, these findings demonstrated that Merbromin is a selective inhibitor of 3CLpro and provided a scaffold to design effective inhibitors of SARS-CoV-2.","This paper indeed uses a wet-lab approach to identify a potential drug target for SARS-CoV-2. The potential target here is the 3-chymotrypsin-like protease (3CLpro) of SARS-CoV-2.

Wet-lab approaches involve conducting physical experiments, typically in a laboratory setting, using non-computational methods. In this case, the authors used high-throughput screening (a method commonly used in drug discovery) to analyze around 6000 compounds for their ability to inhibit 3CLpro. This technique involves conducting a series of biochemical, genetic or pharmacological tests on different compounds in order to identify those that are active against a selected target. High-throughput screening is a classic wet-lab technique, in which thousands of compounds can be tested at the same time using automated methods.

The compound found to be a potent inhibitor of 3CLpro was Merbromin, an antibacterial agent. They confirmed this finding using enzyme activity models (wet-lab assays) and Michaelis-Menten kinetic analysis (a mathematical model used in enzymology).

Further, they performed binding assays, another wet-lab approach, and found that Merbromin binds to two sites on the 3CLpro molecule. They also compared its binding strength and specificity to other proteases, demonstrating its selectivity towards 3CLpro.

In summary, the paper uses a wet-lab approach (high-throughput screening, enzyme activity assays, kinetic analysis, and binding assays) to identify 3CLpro of SARS-CoV-2 as a potential drug target and Merbromin as a selective inhibitor of 3CLpro.

Final Answer: Yes.",1,1,"{""drug_targets"": [""3-chymotrypsin like protease (3CLpro) of SARS-CoV-2""]}",10
